sigungu,name,closed_year,level,use,address
의성,안계초등학교도덕분교장,1994,초,매각,경북 의성군 안계면 도덕리 590-1
의성,안계초등학교교촌분교장,1994,초,매각,경북 의성군 안계면 교촌리 350
의성,고산초등학교만리분교장,1994,초,매각,경북 의성군 안사면 만리리 121
의성,안계서부초등학교,1994,초,매각,경북 의성군 안계면 양곡리 491-1
의성,문흥초등학교,1995,초,매각,경북 의성군 봉양면 분토리 928
의성,구천초등학교청산분교장,1995,초,매각,경북 의성군 구천면 청산리 407
의성,산운초등학교,1995,초,매각,경북 의성군 금성면 산운리 236
의성,속암초등학교낙정분교장,1995,초,매각,경북 의성군 단밀면 낙정리 475
의성,밀성초등학교,1995,초,매각,경북 의성군 다인면 양서리 570
의성,석탑초등학교,1995,초,매각,경북 의성군 안평면 석탑리 258
의성,청로초등학교,1995,초,매각,경북 의성군 금성면 청로리 1022-2
의성,동원초등학교,1995,초,매각,경북 의성군 점곡면 동변리 1075-1
의성,의성남부초등학교비봉분교장,1995,초,매각,경북 의성군 의성읍 비봉리 776-1
의성,속암초등학교문창분교장,1996,초,미활용,경북 의성군 단밀면 팔등리 265
의성,후평초등학교구계분교장,1996,초,매각,경북 의성군 단촌면 구계리 767-3
의성,춘산초등학교금오분교장,1996,초,매각,경북 의성군 춘산면 금오리 392
의성,가음초등학교순호분교장,1996,초,매각,경북 의성군 가음면 순호리 790
의성,위성초등학교,1997,초,매각,경북 의성군 구천면 위성리 788
의성,도리원초등학교봉양분교장,1998,초,매각,경북 의성군 봉양면 구미리 706-1
의성,후평초등학교,1998,초,매각,경북 의성군 단촌면 후평리 137-3
의성,안평초등학교하령분교장,1999,초,매각,경북 의성군 안평면 하령리 272-2
의성,옥전초등학교오류분교장,1999,초,매각,경북 의성군 옥산면 오류리 376-1
의성,점곡초등학교구암분교장,1999,초,매각,경북 의성군 점곡면 구암리 314
의성,삼분초등학교,1999,초,매각,경북 의성군 다인면 삼분리 1370-2
의성,구천초등학교용호분교장,1999,초,매각,경북 의성군 구천면 용사리 361-1
의성,이두초등학교쌍계분교장,2000,초,매각,경북 의성군 비안면 쌍계리 630
의성,도리원초등학교일산분교장,2000,초,매각,경북 의성군 봉양면 장대리 660-1
의성,단북초등학교효제분교장,2000,초,매각,경북 의성군 단북면 효제리 127-3
의성,사곡초등학교작승분교장,2000,초,매각,경북 의성군 사곡면 작승리 537-1
의성,안계초등학교고산분교장,2000,초,매각,경북 의성군 안사면 안사리 669-1
의성,안계여자중학교,2002,중,자체활용,경북 의성군 안계면 용기리 1009-1
의성,안계여자고등학교,2002,고,자체활용,경북 의성군 안계면 용기리 1009-1
의성,의성중학교점곡분교장,2002,중,매각,경북 의성군 점곡면 서변리 172
의성,점곡고등학교,2002,고,매각,경북 의성군 점곡면 서변리 172-3
의성,안계중학교구천분교장,2003,중,자체활용,경북 의성군 구천면 유산리 507
의성,의성중학교사곡분교장,2003,중,매각,경북 의성군 사곡면 양지리 362
의성,안평초등학교도옥분교장,2005,초,매각,경북 의성군 안평면 도옥리 211
의성,금성초등학교조문분교장,2005,초,매각,경북 의성군 금성면 초전리 223-5
의성,속암초등학교위중분교장,2006,초,매각,경북 의성군 단밀면 위중리 577-2
의성,금성초등학교도경분교장,2006,초,매각,경북 의성군 금성면 도경리 845
의성,안평초등학교중률분교장,2007,초,매각,경북 의성군 신평면 중률리 150
의성,안평중학교신평분교장,2007,중,매각,경북 의성군 신평면 중율리 550
의성,비안고등학교,2008,고,자체활용,경북 의성군 비안면 이두리 345
의성,이두초등학교비안분교장,2008,초,매각,경북 의성군 비안면 서부리 35
의성,상천초등학교,2010,초,매각,경북 의성군 금성면 제오리 904-1
의성,사곡초등학교,2011,초,자체활용,경북 의성군 사곡면 양지리 550
의성,춘산중학교,2013,중,매각,경북 의성군 춘산면 옥정리 405
의성,춘산초등학교효선분교장,2013,초,매각,경북 의성군 춘산면 사미리 332
의성,단북초등학교,2014,초,매각,경북 의성군 담북면 이연리 801
의성,비안중학교,2016,중,자체활용,경북 의성군 비안면 이두리 345
의성,단밀중학교,2016,중,매각,경북 의성군 단밀면 주선리 400
의성,안평중학교,2016,중,매각,경북 의성군 안평면 창길리 1234
의성,다인정보고등학교,2017,고,자체활용,경북 의성군 다인면 도암리 283
의성,가음중학교,2017,중,매각,경북 의성군 가음면 장리 1276
의성,금성여자상업고등학교,2019,고,자체활용,경북 의성군 금성면 탑리리 960
의성,이두초등학교쌍호분교장,2019,초,매각,경북 의성군 안사면 월소리 750-1
의성,단밀초등학교,2025,초,미활용,경북 의성군 단밀면 속암리 181
의성,옥산중학교,2026,중,미활용,경북 의성군 옥산면 구성리 408-1
청도,봉하초등학교마일분교장,1989,초,매각,경북 청도군 운문면 마일리 1603-1
청도,운문초등학교,1992,초,매각,경북 청도군 운문면 대천리 382-1
청도,지촌초등학교,1992,초,매각,경북 청도군 운문면 지촌리 634
청도,대전초등학교,1993,초,매각,경북 청도군 이서면 대전리 539
청도,유등초등학교,1994,초,대부,경북 청도군 화양읍 유등리 1876
청도,풍각남부초등학교,1994,초,대부,경북 청도군 풍각면 차산리 184-1
청도,청도동부초등학교,1995,초,대부,경북 청도군 청도읍 원리 412
청도,금천초등학교임호분교장,1995,초,매각,경북 청도군 금천면 임당리 1026-1
청도,풍각초등학교성곡분교장,1995,초,매각,경북 청도군 풍각면 성곡리 497
청도,동곡초등학교소천분교장,1997,초,매각,경북 청도군 금천면 소천리 1344
청도,각북초등학교,1998,초,매각,경북 청도군 각북면 남산리 118-2
청도,대산초등학교,1999,초,대부,경북 청도군 각남면 옥산리 15
청도,동곡초등학교김전분교장,1999,초,대부,경북 청도군 금천면 김전리 52
청도,방지초등학교봉하분교장,1999,초,매각,경북 청도군 운문면 봉하리 787
청도,중남초등학교,1999,초,매각,경북 청도군 매전면 지전리 101
청도,풍각초등학교서부분교장,2000,초,대부,경북 청도군 풍각면 안산리 585
청도,유천초등학교대현분교장,2000,초,매각,경북 청도군 청도읍 평양리 700-3
청도,용산초등학교,2007,초,자체활용,경북 청도군 청도읍 무등리 371-4
청도,관하초등학교,2007,초,매각,경북 청도군 매전면 관하리 1226-1
청도,칠곡초등학교,2008,초,매각,경북 청도군 이서면 양원리 129-5
청도,매전초등학교,2012,초,대부,경북 청도군 매전면 온막리 42-4
청도,방지초등학교,2015,초,자체활용,경북 청도군 금천면 방지리 1203
청도,동곡초등학교,2015,초,대부,경북 청도군 금천면 동곡리 905
청도,금천초등학교문명분교장,2018,초,미활용,경북 청도군 운문면 신원리 1230-1
청도,풍각중학교각북분교장,2018,중,매각,경북 청도군 각북면 남산리 248
청송,내룡초등학교 향동분교장,1988,초,매각,경북 청송군 주왕산면 항리 171
청송,부곡초등학교 기곡분교장,1990,초,매각,경북 청송군 진보면 기곡리 520-1
청송,송생초등학교,1991,초,대부,경북 청송군 청송읍 송생리 551-3
청송,수락초등학교 무계분교장,1991,초,매각,경북 청송군 현서면 무계리 303-1
청송,광덕초등학교,1992,초,자체활용,경북 청송군 진보면 광덕리 271
청송,이전초등학교 부동분교장,1992,초,매각,경북 청송군 주왕산면 신점리 717-2
청송,지소초등학교 노래분교장,1992,초,매각,경북 청송군 안덕면 노래리 346
청송,개일초등학교,1992,초,매각,경북 청송군 현동면 개일리 313
청송,지경초등학교,1992,초,매각,경북 청송군 파천면 지경리 178-3
청송,부남초등학교이현분교장,1993,초,대부,경북 청송군 부남면 이현리 726-1
청송,부남초등학교 화장분교장,1993,초,매각,경북 청송군 부남면 화장리 462-1
청송,신성초등학교,1993,초,매각,경북 청송군 안덕면 신성리 360-1
청송,부곡초등학교,1993,초,매각,경북 청송군 진보면 부곡리 337-8
청송,현남초등학교 백자분교장,1994,초,매각,경북 청송군 현서면 백자리 113-1
청송,파천초등학교 중평분교장,1995,초,매각,경북 청송군 파천면 중평리 507-2
청송,월외초등학교,1995,초,매각,경북 청송군 청송읍 월외리 442-1
청송,화목초등학교 수락분교장,1995,초,매각,경북 청송군 현서면 수락리 486-1
청송,청운초등학교,1996,초,대부,경북 청송군 청송읍 청운리 996
청송,시량초등학교,1996,초,대부,경북 청송군 진보면 시량리 507-3
청송,부남초등학교중기분교장,1996,초,대부,경북 청송군 부남면 중기리 610-2
청송,이전초등학교 내룡분교장,1996,초,매각,경북 청송군 주왕산면 내룡리 72-2
청송,현남초등학교,1997,초,대부,경북 청송군 안덕면 덕성리 217-2
청송,송강초등학교,1999,초,자체활용,경북 청송군 파천면 송강리 284-2
청송,주왕산초등학교,1999,초,매각,경북 청송군 주왕산면 하의리 162-1
청송,안덕초등학교 지수분교장,2000,초,매각,경북 청송군 안덕면 지소리 61
청송,신촌초등학교,2000,초,매각,경북 청송군 진보면 신촌리 46-3
청송,월정초등학교,2002,초,대부,경북 청송군 현서면 도리 54-3
청송,대전초등학교,2013,초,매각,경북 청송군 부남면 대전리 586
청송,안덕고등학교,2016,고,자체활용,경북 청송군 안덕면 명당리 360-1
청송,청송중학교부동분교장,2026,중,미활용,경북 청송군 주왕산면 주산지리 916
칠곡,신동초등학교학운분교장,1991,초,매각,경북 칠곡군 지천면 백운리 309
칠곡,가산초등학교선석분교장,1991,초,매각,경북 칠곡군 가산면 석우리 567
칠곡,가산초등학교동창분교장,1996,초,매각,경북 칠곡군 가산면 가산리 635-1
칠곡,신동초등학교연화분교장,1997,초,미활용,경북 칠곡군 지천면 연화리 513-4
칠곡,가산초등학교하판분교장,1997,초,매각,경북 칠곡군 가산면 송학리 268
칠곡,기산초등학교,1999,초,대부,경북 칠곡군 기산면 봉산리 538
칠곡,신동초등학교연호분교장,1999,초,자체활용,경북 칠곡군 지천면 연호리 산90-1
칠곡,망정초등학교,1999,초,매각,경북 칠곡군 석적읍 망정리 788
칠곡,북삼초등학교오평분교장,2022,초,자체활용,경북 칠곡군 북삼읍 오평리 847-7
포항,지곡초등학교,1986,초,매각,경북 포항시 남구 지곡동 166-4
포항,문충초등학교진천분교장,1986,초,매각,경북 포항시 남구 오천읍 진전리 168-1
포항,봉산초등학교정천분교장,1989,초,매각,경북 포항시 남구 장기면 정천리 22
포항,신광초등학교마북분교장,1990,초,매각,경북 포항시 북구 신광면 마북리 171-4
포항,곡강초등학교양백분교장,1990,초,매각,경북 포항시 북구 흥해읍 양백리 458
포항,기북초등학교덕동분교장,1992,초,매각,경북 포항시 북구 기북면 오덕리 235-1
포항,죽장초등학교가사분교장,1993,초,대부,경북 포항시 북구 죽장면 가사리 380-1
포항,대보초등학교강사분교장,1993,초,미활용,경북 포항시 남구 호미곶면 강사리 491
포항,상옥초등학교하옥분교장,1993,초,자체활용,경북 포항시 북구 죽장면 하옥리 444
포항,신광초등학교기일분교장,1993,초,매각,경북 포항시 북구 신광면 기일리 297-1
포항,흥해초등학교남송분교장,1994,초,매각,경북 포항시 북구 흥해읍 남송리 217
포항,달전초등학교초곡분교장,1994,초,매각,경북 포항시 북구 흥해읍 초곡리 1010
포항,기계초등학교기남분교장,1994,초,매각,경북 포항시 북구 기계면 봉계리 262-1
포항,죽장초등학교두마분교장,1995,초,매각,경북 포항시 북구 죽장면 두마리 805
포항,정자초등학교,1995,초,매각,경북 포항지 북구 죽장면 정자리 547
포항,장기초등학교영암분교정,1995,초,매각,경북 포항시 남구 장기면 영암리 344-2
포항,이가초등학교,1996,초,미활용,경북 포항시 북구 청하면 이가리 138
포항,장기초등학교산서분교장,1996,초,매각,경북 포항시 남구 장기면 산서리 523-2
포항,칠포초등학교,1996,초,매각,경북 포항시 북구 흥해읍 칠포리 619
포항,죽장초등학교현내분교장,1996,초,매각,경북 포항시 북구 죽장면 현내리 431
포항,송라초등학교화산분교장,1996,초,매각,경북 포항시 북구 송라면 화진리 547
포항,기동초등학교,1996,초,매각,경북 포항시 북구 기계면 화봉리 452
포항,신광초등학교냉수분교장,1996,초,매각,경북 포항시 북구 신광면 냉수리 586
포항,청하초등학교서정분교장,1997,초,대부,경북 포항시 북구 청하면 서정리 685
포항,석병초등학교,1998,초,대부,경북 포항시 남구 구룡포읍 석병리 640-2
포항,대신초등학교,2000,초,자체활용,경북 포항시 북구 죽도동 655-9
포항,동해초등학교내북분교장,2000,초,매각,경북 포항시 남구 동해면 공당리 451
포항,대양초등학교,2001,초,자체활용,경북 포항시 북구 환호동 13-7
포항,죽장초등학교상사분교장,2001,초,대부,경북 포항시 북구 죽장면 상사리 1181-1
포항,기계초등학교기서분교장,2002,초,미활용,경북 포항시 북구 기계면 가안리 14
포항,자명초등학교,2005,초,대부,경북 포항시 남구 연일읍 자명리 526-1
포항,양포초등학교계원분교장,2005,초,매각,경북 포항시 남구 장기면 계원리 38
포항,신광초등학교비학분교장,2007,초,미활용,경북 포항시 북구 신광면 만석리 272-11
포항,대보초등학교대동배분교,2007,초,대부,경북 포항시 남구 호미곶면 대동배리 410-1
포항,죽장초등학교죽북분교장,2008,초,대부,경북 포항시 북구 죽장면 합덕리 276
포항,장기초등학교봉산분교장,2009,초,매각,경북 포항시 남구 장기면 창지리 30-2
포항,구룡포초등학교구동분교장,2011,초,매각,경북 포항시 남구 구룡포읍 구룡포리 381-1
포항,구룡포여자종합고등학교,2012,고,대부,경북 포항시 남구 구룡포읍 병포리 139-1
포항,구룡포여자중학교,2012,중,대부,경북 포항시 남구 구룡포읍 병포리 139-1
포항,동해초등학교흥환분교장,2013,초,대부,경북 포항시 남구 동해면 흥환리 357
포항,구룡포초등학교구남분교,2014,초,대부,경북 포항시 남구 구룡포읍 구평리 736-1
포항,청하초등학교청하남부분교장,2016,초,대부,경북 포항시 북구 청하면 소동리 768-1
포항,용흥중학교,2019,중,대부,경북 포항시 북구 용흥동 340
포항,기계중학교상옥분교장,2021,중,대부,경북 포항시 북구 죽장면 상옥리 389
포항,장기초등학교모포분교장,2026,초,미활용,경북 포항시 남구 장기면 모포리 95
포항,죽장초등학교상옥분교장,2026,초,미활용,경북 포항시 북구 죽장면 상옥리 748-1
포항,송라중학교,2026,중,자체활용,경북 포항시 북구 송라면 광천리 184
